1	1
1	2
2	3
3	4
4	5
4	6
5	7
5	8
6	9
6	10
6	11
7	12
7	13
7	14
7	15
8	16
8	17
8	18
9	19
9	20
9	21
9	22
10	23
10	24
10	25
10	26
11	27
11	28
12	29
12	30
13	31
13	32
13	33
14	34
15	35
15	36
15	37
16	38
16	39
16	40
17	41
18	42
19	43
19	44
19	45
19	46
20	47
20	48
20	49
20	50
21	51
21	52
21	53
22	54
23	55
23	56
23	57
23	58
24	59
24	60
24	61
24	62
25	63
25	64
25	65
26	66
27	67
27	68
27	69
28	70
28	71
28	72
29	73
29	74
29	75
29	76
30	77
30	78
30	79
31	80
32	81
32	82
32	83
33	84
34	85
34	86
35	87
36	88
37	89
37	90
37	91
38	92
38	93
38	94
38	95
39	96
39	97
39	98
39	99
40	100
41	101
42	102
42	103
42	104
43	105
43	106
43	107
44	108
44	109
44	110
45	111
45	112
46	113
46	114
46	115
47	116
47	117
47	118
48	119
48	120
49	121
50	122
50	123
50	124
51	125
51	126
52	127
52	128
53	129
53	130
54	131
54	132
54	133
55	134
55	135
56	136
56	137
56	138
56	139
57	140
58	141
58	142
58	143
59	144
59	145
59	146
60	147
61	148
62	149
62	150
62	151
62	152
63	153
63	154
63	155
64	156
64	157
64	158
64	159
65	160
65	161
65	162
66	163
66	164
67	165
68	166
68	167
68	168
69	169
69	170
70	171
70	172
70	173
70	174
71	175
72	176
73	177
74	178
75	179
75	180
75	181
75	182
76	183
77	184
78	185
78	186
78	187
78	188
79	189
80	190
80	191
80	192
80	193
81	194
82	195
82	196
82	197
82	198
83	199
83	200
83	201
83	202
84	203
84	204
84	205
85	206
85	207
86	208
87	209
87	210
88	211
88	212
88	213
88	214
89	215
90	216
90	217
91	218
92	219
92	220
92	221
92	222
93	223
93	224
94	225
95	226
95	227
95	228
95	229
96	230
96	231
97	232
97	233
98	234
99	235
99	236
100	237
100	238
100	239
100	240
